order_item_id,order_id,product_id,quantity,discount
3337,1322,39,5,0
3338,1323,197,5,5
3339,1323,1,1,20
3340,1323,73,1,20
3341,1324,149,4,5
3342,1324,200,1,10
3343,1325,14,3,5
3344,1325,21,2,10
3345,1325,62,5,15
3346,1326,168,2,15
3347,1326,127,2,0
3348,1327,70,5,0
3349,1327,5,1,10
3350,1327,62,3,5
3351,1328,104,4,20
3352,1328,166,1,10
3353,1329,25,1,5
3354,1329,46,3,10
3355,1329,164,1,10
3356,1329,12,5,20
3357,1330,136,5,15
3358,1331,123,3,5
3359,1332,27,1,0
3360,1332,80,5,5
3361,1332,173,5,5
3362,1333,188,2,10
3363,1333,114,5,15
3364,1333,124,2,10
3365,1333,152,4,10
3366,1334,101,3,10
3367,1334,106,1,5
3368,1334,147,3,20
3369,1335,3,5,20
3370,1336,18,4,0
3371,1336,192,4,5
3372,1336,66,4,20
3373,1336,192,1,0
3374,1337,177,1,15
3375,1338,183,5,15
3376,1338,31,3,15
3377,1338,26,2,5
3378,1339,54,5,0
3379,1339,146,1,15
3380,1339,90,1,0
3381,1340,120,5,0
3382,1341,196,1,5
3383,1342,142,4,0
3384,1342,172,3,0
3385,1342,57,2,5
3386,1343,52,3,0
3387,1343,13,1,10
3388,1343,62,4,10
3389,1344,55,1,5
3390,1344,159,3,15
3391,1344,48,2,0
3392,1345,60,4,5
3393,1345,32,2,20
3394,1346,165,1,10
3395,1346,151,3,0
3396,1346,134,4,0
3397,1346,4,4,5
3398,1347,118,5,15
3399,1348,38,4,0
3400,1348,144,1,15
3401,1349,152,5,10
3402,1349,43,1,10
3403,1349,30,2,15
3404,1350,20,3,20
3405,1350,96,3,15
3406,1350,54,2,20
3407,1351,75,3,20
3408,1351,145,1,15
3409,1351,42,5,15
3410,1351,12,3,5
3411,1352,168,3,5
3412,1352,96,4,5
3413,1353,194,5,5
3414,1353,28,1,20
3415,1354,50,2,15
3416,1355,100,1,0
3417,1355,178,4,15
3418,1355,42,2,15
3419,1355,50,5,5
3420,1356,79,5,0
3421,1356,154,4,15
3422,1356,60,3,10
3423,1356,107,4,20
3424,1357,156,3,20
3425,1357,81,4,5
3426,1358,94,5,20
3427,1358,171,5,0
3428,1358,85,1,0
3429,1359,156,2,15
3430,1360,21,3,15
3431,1360,164,2,20
3432,1360,36,4,10
3433,1361,125,3,5
3434,1361,111,4,0
3435,1361,83,3,5
3436,1361,23,4,5
3437,1362,107,2,10
3438,1362,98,4,5
3439,1362,140,5,5
3440,1363,47,4,10
3441,1363,148,3,5
3442,1363,189,3,20
3443,1363,43,2,0
3444,1364,51,4,15
3445,1364,10,3,15
3446,1364,12,3,15
3447,1365,79,4,15
3448,1365,35,4,5
3449,1365,105,3,5
3450,1366,133,2,0
3451,1366,161,3,0
3452,1366,187,4,20
3453,1366,7,4,5
3454,1367,145,1,0
3455,1367,13,2,15
3456,1367,175,3,20
3457,1367,170,3,0
3458,1368,180,3,5
3459,1368,118,2,5
3460,1369,184,4,10
3461,1369,113,5,0
3462,1369,48,1,15
3463,1369,147,1,0
3464,1370,102,5,15
3465,1371,141,3,5
3466,1371,111,2,20
3467,1371,2,2,0
3468,1371,179,3,20
3469,1372,6,5,20
3470,1373,110,3,10
3471,1373,79,4,5
3472,1373,14,1,5
3473,1374,61,5,0
3474,1374,188,3,20
3475,1375,31,4,10
3476,1375,173,2,5
3477,1375,49,5,20
3478,1375,6,5,10
3479,1376,174,2,0
3480,1376,33,2,0
3481,1376,91,5,0
3482,1377,52,3,5
3483,1378,118,5,20
3484,1378,139,2,5
3485,1378,42,1,15
3486,1378,98,2,15
3487,1379,47,2,20
3488,1380,129,5,15
3489,1380,81,5,0
3490,1380,71,4,15
3491,1380,85,1,20
3492,1381,178,1,15
3493,1381,193,3,20
3494,1382,47,3,20
3495,1383,170,4,5
3496,1384,90,1,15
3497,1384,195,3,20
3498,1384,117,3,20
3499,1384,101,5,5
3500,1385,193,2,20
3501,1385,79,1,0
3502,1385,84,1,15
3503,1386,90,4,20
3504,1386,80,2,15
3505,1387,6,4,10
3506,1387,87,2,0
3507,1387,116,2,10
3508,1388,35,4,20
3509,1388,183,3,10
3510,1389,122,2,0
3511,1390,64,4,20
3512,1390,150,2,10
3513,1390,187,2,15
3514,1391,115,1,20
3515,1391,1,5,0
3516,1391,102,2,0
3517,1392,179,5,15
3518,1392,50,4,15
3519,1392,107,1,10
3520,1393,135,1,15
3521,1393,95,5,20
3522,1394,113,2,0
3523,1394,187,5,15
3524,1394,114,1,5
3525,1395,13,2,5
3526,1395,120,4,20
3527,1396,90,2,20
3528,1396,122,1,10
3529,1396,52,4,10
3530,1396,145,4,20
3531,1397,88,4,10
3532,1397,9,5,5
3533,1398,35,2,15
3534,1398,55,1,0
3535,1399,37,3,20
3536,1399,118,4,0
3537,1399,92,4,15
3538,1399,177,4,20
3539,1400,23,1,20
3540,1400,198,3,15
3541,1400,82,5,20
3542,1401,24,5,15
3543,1401,75,4,0
3544,1402,2,2,15
3545,1402,171,5,20
3546,1402,84,2,5
3547,1402,48,1,10
3548,1403,51,5,0
3549,1403,165,2,15
3550,1403,21,3,5
3551,1404,102,2,20
3552,1404,175,2,10
3553,1405,138,3,0
3554,1405,69,5,10
3555,1406,111,1,5
3556,1406,136,1,20
3557,1406,199,1,5
3558,1407,108,3,20
3559,1408,162,1,5
3560,1408,79,2,5
3561,1408,192,5,5
3562,1408,16,1,0
3563,1409,12,3,10
3564,1409,34,2,5
3565,1409,188,4,20
3566,1409,89,5,20
3567,1410,86,5,10
3568,1410,174,4,0
3569,1410,2,4,5
3570,1410,126,5,15
3571,1411,6,5,20
3572,1411,151,4,5
3573,1412,151,2,0
3574,1412,80,2,5
3575,1412,10,2,0
3576,1412,16,1,10
3577,1413,6,5,20
3578,1413,61,2,20
3579,1413,141,1,15
3580,1414,42,4,15
3581,1414,127,2,20
3582,1415,191,4,20
3583,1415,104,1,5
3584,1415,64,3,0
3585,1415,129,5,5
3586,1416,151,4,5
3587,1416,171,3,0
3588,1417,60,1,20
3589,1417,120,3,0
3590,1417,97,3,20
3591,1418,69,4,10
3592,1418,41,5,5
3593,1418,75,4,20
3594,1419,167,5,20
3595,1419,46,2,0
3596,1419,90,2,5
3597,1420,94,1,5
3598,1421,70,4,0
3599,1422,87,3,0
3600,1422,99,2,15
3601,1422,97,2,0
3602,1423,94,4,5
3603,1423,153,5,10
3604,1424,38,4,0
3605,1425,20,2,20
3606,1425,178,1,20
3607,1425,166,3,20
3608,1426,47,4,15
3609,1426,114,5,20
3610,1427,179,4,5
3611,1427,108,2,10
3612,1427,116,4,10
3613,1428,125,2,0
3614,1428,140,2,15
3615,1428,195,5,0
3616,1429,63,5,10
3617,1429,63,4,15
3618,1429,5,4,15
3619,1430,12,2,20
3620,1430,180,5,15
3621,1430,196,4,20
3622,1431,60,4,5
3623,1431,65,2,5
3624,1431,197,3,0
3625,1431,118,5,15
3626,1432,157,4,20
3627,1432,38,1,0
3628,1432,41,4,0
3629,1432,33,5,15
3630,1433,121,2,0
3631,1433,193,1,20
3632,1433,103,3,10
3633,1434,3,1,5
3634,1435,187,2,10
3635,1435,81,2,10
3636,1435,85,4,15
3637,1436,8,3,5
3638,1436,122,4,0
3639,1436,197,3,5
3640,1436,145,2,20
3641,1437,149,4,5
3642,1437,35,3,10
3643,1437,190,5,0
3644,1437,59,5,15
3645,1438,108,3,10
3646,1439,72,5,0
3647,1440,50,4,10
3648,1440,140,5,15
3649,1440,187,1,15
3650,1440,171,3,5
3651,1441,144,5,5
3652,1442,191,5,0
3653,1442,54,2,10
3654,1442,148,4,5
3655,1443,159,2,0
3656,1444,63,2,15
3657,1445,112,5,5
3658,1445,133,3,15
3659,1445,20,1,5
3660,1445,138,5,0
3661,1446,26,1,10
3662,1446,133,4,5
3663,1446,131,5,15
3664,1447,110,1,10
3665,1448,88,1,15
3666,1448,95,2,5
3667,1448,110,3,15
3668,1448,192,5,20
3669,1449,166,4,0
3670,1449,11,5,20
3671,1449,99,5,5
3672,1449,198,2,15
3673,1450,128,1,0
3674,1451,2,4,0
3675,1451,37,5,10
3676,1452,46,2,15
3677,1452,45,5,15
3678,1452,63,4,0
3679,1452,139,1,5
3680,1453,136,1,20
3681,1453,17,2,15
3682,1453,109,4,10
3683,1453,178,1,15
3684,1454,106,1,15
3685,1455,58,3,10
3686,1455,149,1,15
3687,1455,155,5,20
3688,1456,170,1,0
3689,1456,47,1,0
3690,1456,71,5,0
3691,1456,90,3,20
3692,1457,137,3,0
3693,1457,131,3,15
3694,1457,107,3,15
3695,1457,107,5,5
3696,1458,41,4,20
3697,1458,18,3,10
3698,1459,153,2,15
3699,1460,118,2,0
3700,1460,14,4,0
3701,1461,64,3,10
3702,1461,200,5,20
3703,1462,129,1,0
3704,1462,101,1,5
3705,1463,103,1,5
3706,1463,67,5,15
3707,1463,28,5,0
3708,1463,199,5,5
3709,1464,145,1,10
3710,1465,32,4,10
3711,1465,98,3,5
3712,1465,25,1,10
3713,1466,173,3,10
3714,1466,55,1,10
3715,1466,55,5,0
3716,1466,78,5,10
3717,1467,60,1,20
3718,1467,46,2,15
3719,1467,5,1,0
3720,1468,77,4,20
3721,1468,98,4,20
3722,1468,124,2,5
3723,1469,75,2,0
3724,1469,153,2,15
3725,1469,140,2,0
3726,1470,177,4,15
3727,1471,97,4,20
3728,1471,5,1,5
3729,1471,75,5,0
3730,1472,164,5,0
3731,1472,41,3,10
3732,1473,178,2,5
3733,1473,144,3,20
3734,1473,197,3,20
3735,1473,106,1,5
3736,1474,188,3,5
3737,1474,169,2,5
3738,1474,21,3,15
3739,1474,75,4,15
3740,1475,123,3,15
3741,1476,8,1,15
3742,1476,4,3,10
3743,1476,161,4,15
3744,1476,4,4,5
3745,1477,148,5,20
3746,1477,6,4,0
3747,1477,134,1,0
3748,1477,54,1,10
3749,1478,153,1,10
3750,1478,106,1,10
3751,1478,194,5,10
3752,1479,59,3,15
3753,1480,53,5,20
3754,1481,187,4,5
3755,1481,178,4,20
3756,1481,20,2,10
3757,1481,165,1,5
3758,1482,45,1,20
3759,1483,11,4,10
3760,1483,181,4,10
3761,1483,142,5,0
3762,1484,13,2,15
3763,1485,48,3,5
3764,1485,13,4,5
3765,1485,51,2,20
3766,1485,192,1,10
3767,1486,105,2,0
3768,1486,126,1,10
3769,1487,120,5,20
3770,1488,32,3,5
3771,1488,104,2,20
3772,1489,52,4,20
3773,1489,57,4,20
3774,1489,150,5,15
3775,1490,118,1,10
3776,1490,46,2,15
3777,1490,149,1,0
3778,1490,194,2,0
3779,1491,76,5,5
3780,1492,46,1,5
3781,1492,179,5,15
3782,1493,23,1,10
3783,1493,66,1,15
3784,1493,141,3,10
3785,1494,133,3,10
3786,1494,160,4,0
3787,1494,165,2,20
3788,1495,192,3,0
3789,1495,185,5,10
3790,1495,120,5,10
3791,1496,63,5,0
3792,1496,169,4,0
3793,1496,1,5,5
3794,1497,39,3,10
3795,1498,93,1,10
3796,1499,77,4,10
3797,1499,67,4,15
3798,1500,111,5,15
3799,1500,150,4,20
3800,1500,113,2,20
3801,1500,199,3,15
3802,1501,52,2,0
3803,1501,120,1,15
3804,1501,35,2,10
3805,1502,187,4,15
3806,1502,46,3,10
3807,1502,110,4,10
3808,1502,83,4,10
3809,1503,38,4,10
3810,1503,109,3,10
3811,1503,18,5,15
3812,1503,148,2,0
3813,1504,143,1,10
3814,1504,22,5,20
3815,1504,196,1,0
3816,1505,185,3,15
3817,1505,91,3,20
3818,1505,17,5,10
3819,1506,113,3,20
3820,1506,190,1,20
3821,1507,152,1,20
3822,1507,175,4,0
3823,1507,67,1,20
3824,1508,199,4,15
3825,1508,87,4,0
3826,1509,98,1,20
3827,1509,52,4,5
3828,1509,35,5,10
3829,1509,195,3,5
3830,1510,12,1,5
3831,1510,9,2,0
3832,1511,4,4,15
3833,1511,44,1,5
3834,1512,79,3,20
3835,1512,127,2,15
3836,1513,121,3,20
3837,1513,73,2,10
3838,1513,80,4,15
3839,1514,52,2,20
3840,1514,163,1,20
3841,1514,86,5,10
3842,1515,40,1,10
3843,1516,20,3,10
3844,1516,91,4,15
3845,1516,1,3,10
3846,1516,191,4,20
3847,1517,151,4,15
3848,1517,80,5,10
3849,1518,116,1,10
3850,1518,90,3,5
3851,1518,55,3,20
3852,1519,61,5,20
3853,1520,72,1,0
3854,1520,14,2,5
3855,1521,117,3,10
3856,1522,193,1,15
3857,1522,148,5,10
3858,1523,159,4,20
3859,1523,33,1,10
3860,1523,180,3,10
3861,1524,64,5,0
3862,1524,104,2,20
3863,1525,161,2,20
3864,1525,54,1,5
3865,1526,144,3,15
3866,1526,35,4,5
3867,1527,72,2,15
3868,1527,182,5,15
3869,1527,56,5,5
3870,1528,178,3,5
3871,1528,121,1,20
3872,1528,104,4,10
3873,1529,90,3,20
3874,1530,124,1,10
3875,1530,94,3,15
3876,1530,34,4,20
3877,1531,42,3,5
3878,1531,17,3,5
3879,1531,90,5,0
3880,1532,105,4,5
3881,1532,191,5,5
3882,1532,166,2,20
3883,1533,22,4,20
3884,1533,181,4,20
3885,1534,200,3,20
3886,1535,80,5,15
3887,1536,136,3,15
3888,1537,182,2,10
3889,1537,166,3,0
3890,1537,197,5,15
3891,1538,122,3,20
3892,1539,44,3,15
3893,1539,199,3,15
3894,1539,75,1,10
3895,1540,170,2,5
3896,1541,133,1,5
3897,1541,68,3,0
3898,1541,7,1,5
3899,1541,82,3,5
3900,1542,134,2,20
3901,1543,86,3,5
3902,1543,149,2,15
3903,1543,146,2,20
3904,1544,16,1,10
3905,1544,1,1,10
3906,1544,172,1,5
3907,1544,110,5,10
3908,1545,40,3,5
3909,1545,144,4,15
3910,1545,17,4,15
3911,1545,19,2,20
3912,1546,156,5,20
3913,1546,75,2,0
3914,1547,53,5,0
3915,1548,157,4,15
3916,1548,170,3,10
3917,1548,140,2,5
3918,1549,18,1,15
3919,1549,118,1,20
3920,1549,130,3,0
3921,1549,122,1,15
3922,1550,52,4,10
3923,1550,195,4,20
3924,1550,36,1,20
3925,1551,108,5,20
3926,1551,165,1,10
3927,1552,139,1,15
3928,1552,175,3,20
3929,1553,72,1,0
3930,1553,148,1,0
3931,1554,185,4,15
3932,1554,62,3,0
3933,1555,146,4,0
3934,1556,11,2,20
3935,1556,2,1,15
3936,1556,183,4,10
3937,1556,70,5,5
3938,1557,144,3,0
3939,1557,176,2,5
3940,1557,181,4,10
3941,1558,98,4,10
3942,1558,82,4,10
3943,1559,140,2,10
3944,1559,137,1,10
3945,1559,79,1,0
3946,1560,32,2,0
3947,1561,65,1,20
3948,1562,114,5,0
3949,1562,119,3,15
3950,1562,138,5,0
3951,1563,107,5,5
3952,1563,29,3,10
3953,1564,125,2,0
3954,1564,154,4,20
3955,1565,95,1,0
3956,1566,79,3,10
3957,1566,101,5,20
3958,1567,80,5,20
3959,1567,174,2,10
3960,1567,25,3,0
3961,1568,193,1,20
3962,1568,99,4,5
3963,1568,15,3,15
3964,1568,153,2,5
3965,1569,126,3,20
3966,1569,93,5,20
3967,1569,161,1,10
3968,1570,23,5,20
3969,1570,72,5,5
3970,1570,98,4,5
3971,1571,161,3,15
3972,1571,148,5,5
3973,1572,154,1,15
3974,1572,108,3,15
3975,1572,158,1,0
3976,1573,69,4,15
3977,1573,2,1,5
3978,1574,27,3,15
3979,1574,162,4,0
3980,1575,177,4,5
3981,1575,173,4,0
3982,1576,137,5,5
3983,1577,133,3,0
3984,1578,57,5,0
3985,1578,169,3,20
3986,1578,116,3,5
3987,1579,184,4,10
3988,1579,156,1,20
3989,1579,102,2,15
3990,1579,37,5,15
3991,1580,67,3,15
3992,1581,45,1,10
3993,1582,52,3,20
3994,1583,48,4,10
3995,1583,42,4,15
3996,1583,112,4,0
3997,1583,19,5,0
3998,1584,146,3,20
3999,1584,100,4,0
4000,1585,143,4,10
4001,1585,167,3,10
4002,1585,181,4,15
4003,1585,149,4,20
4004,1586,188,3,20
4005,1587,152,4,15
4006,1588,28,4,20
4007,1588,99,1,15
4008,1588,26,1,15
4009,1589,190,2,0
4010,1589,64,4,10
4011,1589,197,1,20
4012,1590,14,1,10
4013,1590,131,5,0
4014,1591,163,3,20
4015,1591,75,4,5
4016,1591,103,2,10
4017,1591,6,4,5
4018,1592,91,2,0
4019,1592,61,1,0
4020,1593,101,1,0
4021,1594,162,4,10
4022,1594,91,3,0
4023,1595,103,1,15
4024,1595,102,4,15
4025,1596,131,1,10
4026,1596,65,5,20
4027,1596,176,5,10
4028,1596,36,2,15
4029,1597,198,5,5
4030,1597,167,5,15
4031,1597,150,3,0
4032,1598,69,5,5
4033,1599,55,2,15
4034,1600,173,3,0
4035,1600,98,2,5
4036,1600,149,5,10
4037,1600,99,5,0
4038,1601,37,4,10
4039,1601,90,2,20
4040,1602,163,5,15
4041,1602,107,2,0
4042,1602,128,2,15
4043,1602,166,3,10
4044,1603,107,4,0
4045,1603,141,2,20
4046,1604,14,5,10
4047,1604,149,1,0
4048,1604,172,3,15
4049,1604,6,2,10
4050,1605,76,4,15
4051,1606,11,5,15
4052,1606,74,1,20
4053,1606,175,1,10
4054,1607,185,4,10
4055,1607,144,1,0
4056,1607,30,4,5
4057,1607,39,5,5
4058,1608,161,2,20
4059,1609,192,2,5
4060,1610,141,2,0
4061,1610,103,1,10
4062,1611,197,5,20
4063,1611,56,5,20
4064,1611,39,5,10
4065,1611,163,5,0
4066,1612,30,4,5
4067,1612,123,1,5
4068,1613,80,1,20
4069,1613,87,2,0
4070,1614,165,4,10
4071,1614,162,4,5
4072,1615,7,1,0
4073,1615,4,3,0
4074,1615,191,3,10
4075,1616,177,1,5
4076,1616,8,4,0
4077,1617,48,3,15
4078,1618,144,1,0
4079,1618,122,5,20
4080,1618,74,2,0
4081,1618,139,2,5
4082,1619,194,2,0
4083,1620,16,1,15
4084,1620,32,1,0
4085,1620,197,2,10
4086,1620,187,2,0
4087,1621,6,4,5
4088,1621,135,3,15
4089,1621,104,2,20
4090,1622,46,1,15
4091,1623,35,3,0
4092,1623,145,4,0
4093,1624,82,5,20
4094,1625,91,2,5
4095,1625,43,1,15
4096,1625,164,1,20
4097,1625,78,5,5
4098,1626,37,1,0
4099,1627,180,4,5
4100,1627,42,1,10
4101,1627,182,1,20
4102,1628,14,2,5
4103,1628,108,2,20
4104,1628,68,4,0
4105,1628,69,2,15
4106,1629,110,3,5
4107,1629,96,2,5
4108,1629,7,2,5
4109,1629,89,3,0
4110,1630,147,5,15
4111,1630,107,4,10
4112,1631,121,5,20
4113,1631,167,5,10
4114,1632,144,5,0
4115,1632,41,4,5
4116,1633,31,3,10
4117,1633,74,4,10
4118,1633,159,5,10
4119,1633,58,4,0
4120,1634,141,5,20
4121,1634,52,2,0
4122,1634,11,5,20
4123,1635,99,2,0
4124,1635,185,5,10
4125,1636,192,1,5
4126,1637,62,2,0
4127,1637,28,2,0
4128,1637,82,2,5
4129,1637,103,3,0
4130,1638,13,4,5
4131,1638,110,4,10
4132,1638,116,2,10
4133,1639,151,4,10
4134,1639,64,4,20
4135,1639,178,2,20
4136,1640,91,5,0
4137,1640,175,2,10
4138,1640,42,3,0
4139,1640,109,3,5
4140,1641,11,3,10
4141,1641,7,2,15
4142,1641,20,1,0
4143,1641,37,4,15
4144,1642,171,5,20
4145,1642,47,3,15
4146,1643,183,4,10
4147,1643,186,1,20
4148,1644,167,4,0
4149,1644,13,1,5
4150,1645,28,1,0
4151,1645,135,2,15
4152,1646,199,1,5
4153,1646,97,4,0
4154,1646,6,2,0
4155,1647,65,1,5
4156,1647,63,5,5
4157,1647,19,3,15
4158,1648,52,4,15
4159,1648,37,1,0
4160,1648,176,5,0
4161,1648,151,1,10
4162,1649,74,4,0
4163,1649,146,3,5
4164,1649,76,5,20
4165,1650,190,5,15
4166,1650,123,5,20
4167,1651,121,2,15
4168,1651,35,3,0
4169,1651,21,4,20
4170,1652,21,2,20
4171,1652,187,2,15
4172,1653,27,5,0
4173,1653,158,3,0
4174,1653,42,4,15
4175,1654,71,2,15
4176,1654,116,2,15
4177,1654,190,2,20
4178,1655,154,4,20
4179,1655,53,4,15
4180,1655,101,4,10
4181,1655,143,2,0
4182,1656,81,3,5
4183,1656,4,5,20
4184,1656,45,4,15
4185,1657,13,2,10
4186,1658,116,2,20
4187,1658,131,1,20
4188,1658,35,1,0
4189,1659,160,2,15
4190,1659,22,2,5
4191,1659,24,5,15
4192,1659,187,5,5
4193,1660,2,4,15
4194,1660,20,5,0
4195,1660,177,2,0
4196,1660,102,4,5
4197,1661,112,5,20
4198,1661,18,3,20
4199,1661,46,2,5
4200,1662,196,4,20
4201,1663,54,1,20
4202,1664,142,5,20
4203,1665,54,4,20
4204,1665,14,2,10
4205,1665,197,2,15
4206,1665,54,3,20
4207,1666,51,2,0
4208,1666,128,2,0
4209,1667,71,5,15
4210,1668,32,2,15
4211,1669,35,2,0
4212,1670,178,5,20
4213,1670,41,3,0
4214,1671,30,5,10
4215,1672,124,3,15
4216,1672,194,1,5
4217,1673,38,3,0
4218,1674,161,3,5
4219,1674,3,5,20
4220,1674,16,4,15
4221,1674,138,2,10
4222,1675,72,5,20
4223,1675,40,3,10
4224,1675,77,2,10
4225,1675,67,3,0
4226,1676,92,3,15
4227,1677,188,1,0
4228,1678,58,5,10
4229,1679,76,1,5
4230,1679,76,3,5
4231,1679,40,5,5
4232,1679,89,2,0
4233,1680,198,4,20
4234,1681,97,5,10
4235,1681,59,3,20
4236,1681,138,2,15
4237,1682,12,5,0
4238,1682,102,5,10
4239,1682,145,5,10
4240,1682,61,2,5
4241,1683,197,1,10
4242,1683,123,3,10
4243,1683,92,1,0
4244,1684,87,2,0
4245,1685,90,3,20
4246,1686,133,5,0
4247,1686,57,4,10
4248,1686,49,4,15
4249,1687,54,5,5
4250,1687,196,2,0
4251,1687,105,3,15
4252,1688,51,5,0
4253,1689,186,4,20
4254,1689,122,4,20
4255,1689,43,1,0
4256,1690,192,1,15
4257,1691,118,5,0
4258,1691,136,3,20
4259,1691,3,5,10
4260,1691,2,2,20
4261,1692,43,4,20
4262,1692,100,4,10
4263,1692,137,2,10
4264,1693,156,5,10
4265,1694,191,3,15
4266,1694,52,1,20
4267,1694,124,4,0
4268,1694,199,3,15
4269,1695,192,1,10
4270,1695,38,4,5
4271,1696,143,3,10
4272,1696,118,2,0
4273,1696,20,5,20
4274,1697,30,4,15
4275,1697,134,5,5
4276,1698,1,5,5
4277,1699,39,5,20
4278,1699,90,1,20
4279,1700,113,1,15
4280,1700,24,5,15
4281,1700,156,5,0
4282,1701,19,3,0
4283,1701,130,4,10
4284,1701,136,4,10
4285,1702,158,4,0
4286,1703,133,2,15
4287,1703,58,5,10
4288,1704,7,5,10
4289,1705,41,5,10
4290,1706,175,2,5
4291,1706,190,1,5
4292,1706,72,2,10
4293,1707,172,1,20
4294,1707,158,4,15
4295,1707,131,5,20
4296,1708,184,4,20
4297,1708,6,4,0
4298,1709,103,2,15
4299,1710,116,3,5
4300,1710,126,5,0
4301,1710,105,4,15
4302,1711,4,2,15
4303,1711,95,4,5
4304,1711,48,4,15
4305,1712,115,3,10
4306,1712,47,3,0
4307,1712,146,5,0
4308,1712,125,1,20
4309,1713,97,4,20
4310,1714,29,3,0
4311,1714,11,5,15
4312,1715,100,4,10
4313,1715,125,1,20
4314,1715,77,1,10
4315,1715,51,3,0
4316,1716,192,2,10
4317,1716,3,2,15
4318,1716,181,3,20
4319,1717,173,2,0
4320,1717,142,3,15
4321,1717,34,1,20
4322,1718,43,4,0
4323,1718,160,1,5
4324,1718,138,4,10
4325,1719,142,3,0
4326,1719,52,1,5
4327,1719,168,5,15
4328,1720,53,4,0
4329,1720,167,5,20
4330,1720,8,1,5
4331,1720,26,1,5
4332,1721,135,1,10
4333,1721,33,4,5
4334,1722,79,3,15
4335,1722,30,1,0
4336,1722,185,1,0
4337,1723,136,2,10
4338,1723,121,4,20
4339,1724,95,1,5
4340,1724,137,4,20
4341,1724,52,4,5
4342,1724,70,3,5
4343,1725,164,5,5
4344,1725,158,3,5
4345,1725,176,4,15
4346,1725,117,5,15
4347,1726,120,3,10
4348,1727,101,4,5
4349,1728,62,5,15
4350,1728,141,1,5
4351,1728,142,4,5
4352,1728,55,3,15
4353,1729,24,1,15
4354,1729,171,1,10
4355,1729,179,4,5
4356,1730,13,5,15
4357,1730,173,2,15
4358,1731,30,2,0
4359,1732,98,1,0
4360,1733,48,2,20
4361,1733,195,1,0
4362,1734,137,2,10
4363,1734,74,3,20
4364,1734,127,2,20
4365,1734,141,4,15
4366,1735,152,2,20
4367,1735,114,4,10
4368,1735,75,4,0
4369,1735,140,5,0
4370,1736,72,3,0
4371,1736,31,5,20
4372,1736,98,5,10
4373,1736,92,5,15
4374,1737,71,1,5
4375,1737,139,3,5
4376,1737,145,1,20
4377,1737,173,1,0
4378,1738,193,2,20
4379,1738,37,1,15
4380,1738,147,2,5
4381,1738,99,4,10
4382,1739,143,5,0
4383,1739,58,3,0
4384,1739,98,5,10
4385,1740,46,4,5
4386,1740,182,5,0
4387,1740,21,1,10
4388,1741,6,3,0
4389,1741,38,1,15
4390,1742,103,5,15
4391,1742,123,3,15
4392,1742,121,1,20
4393,1743,40,3,5
4394,1743,179,1,10
4395,1743,64,1,15
4396,1744,120,5,5
4397,1745,191,5,5
4398,1745,1,1,15
4399,1745,104,4,0
4400,1745,128,1,20
4401,1746,66,5,20
4402,1746,104,5,15
4403,1746,116,5,5
4404,1747,139,2,0
4405,1747,37,5,15
4406,1747,45,2,5
4407,1747,76,4,15
4408,1748,111,3,0
4409,1748,112,2,15
4410,1748,198,3,20
4411,1748,145,3,20
4412,1749,109,4,15
4413,1750,175,3,20
4414,1750,19,5,20
4415,1751,164,2,10
4416,1751,153,2,5
4417,1751,182,2,0
4418,1751,58,1,20
4419,1752,178,4,5
4420,1752,84,2,15
4421,1752,169,4,20
4422,1752,45,2,5
4423,1753,187,2,10
4424,1753,55,1,5
4425,1753,191,3,5
4426,1753,43,3,15
4427,1754,95,4,10
4428,1754,152,4,0
4429,1754,3,2,10
4430,1755,149,4,15
4431,1755,75,1,10
4432,1755,35,3,5
4433,1755,157,1,20
4434,1756,181,2,20
4435,1756,11,4,15
4436,1757,139,5,15
4437,1757,111,3,10
4438,1757,80,2,15
4439,1757,12,1,10
4440,1758,18,5,5
4441,1758,98,5,10
4442,1758,153,2,0
4443,1758,141,3,20
4444,1759,2,5,20
4445,1759,142,3,15
4446,1759,140,4,5
4447,1760,60,4,0
4448,1761,27,3,0
4449,1761,119,5,10
4450,1761,51,3,0
4451,1762,65,3,10
4452,1762,62,5,5
4453,1763,97,5,10
4454,1764,48,1,10
4455,1764,127,3,10
4456,1764,5,4,5
4457,1765,45,3,15
4458,1765,124,4,15
4459,1765,134,2,5
4460,1766,17,1,15
4461,1766,196,3,20
4462,1766,32,2,15
4463,1766,40,1,0
4464,1767,97,3,20
4465,1767,83,3,10
4466,1767,140,5,5
4467,1767,107,3,15
4468,1768,184,5,20
4469,1769,43,3,5
4470,1769,114,5,0
4471,1769,27,5,15
4472,1769,6,3,20
4473,1770,124,5,10
4474,1770,145,2,5
4475,1770,195,2,5
4476,1770,162,5,10
4477,1771,57,2,15
4478,1771,200,1,10
4479,1771,23,5,15
4480,1771,189,2,20
4481,1772,26,3,20
4482,1772,141,3,0
4483,1772,56,5,0
4484,1773,191,1,0
4485,1774,84,2,15
4486,1774,93,4,10
4487,1775,12,5,0
4488,1775,77,5,5
4489,1775,55,2,15
4490,1776,96,3,10
4491,1776,76,5,15
4492,1776,172,4,15
4493,1776,165,4,15
4494,1777,131,3,15
4495,1778,65,4,0
4496,1778,87,5,0
4497,1778,77,3,0
4498,1778,86,3,5
4499,1779,82,4,20
4500,1779,200,3,15
