order_id,customer_id,order_date,payment_method,order_status
1276,895,2024-06-27,UPI,Delivered
1277,566,2024-10-27,UPI,Delivered
1278,998,2025-08-11,UPI,Delivered
1279,131,2025-08-02,Debit Card,Delivered
1280,202,2025-05-22,UPI,Delivered
1281,117,2024-08-17,Credit Card,Delivered
1282,7,2025-01-21,UPI,Delivered
1283,530,2024-11-26,COD,Cancelled
1284,832,2025-02-05,UPI,Delivered
1285,696,2025-02-04,UPI,Delivered
1286,95,2025-07-13,Credit Card,Delivered
1287,395,2025-12-08,UPI,Delivered
1288,346,2025-03-05,Credit Card,Delivered
1289,549,2024-06-28,Credit Card,Cancelled
1290,392,2025-09-11,COD,Delivered
1291,617,2025-09-06,Credit Card,Delivered
1292,112,2024-06-28,Credit Card,Delivered
1293,121,2024-02-21,Debit Card,Delivered
1294,756,2025-12-16,COD,Cancelled
1295,254,2024-10-01,Debit Card,Delivered
1296,226,2025-06-02,Debit Card,Cancelled
1297,613,2024-09-20,Debit Card,Cancelled
1298,44,2025-11-13,Debit Card,Delivered
1299,139,2025-12-30,UPI,Delivered
1300,614,2024-06-28,Debit Card,Cancelled
1301,493,2025-05-09,Debit Card,Cancelled
1302,169,2024-08-28,Debit Card,Cancelled
1303,51,2025-01-07,UPI,Cancelled
1304,456,2025-04-11,COD,Cancelled
1305,561,2024-10-06,Debit Card,Delivered
1306,717,2025-08-07,COD,Cancelled
1307,210,2025-06-05,Credit Card,Delivered
1308,212,2025-01-27,Debit Card,Delivered
1309,467,2024-11-24,COD,Delivered
1310,471,2024-07-06,COD,Delivered
1311,997,2025-01-27,Credit Card,Cancelled
1312,428,2025-04-17,COD,Cancelled
1313,498,2024-12-26,COD,Delivered
1314,735,2024-07-19,Credit Card,Cancelled
1315,347,2025-06-26,Credit Card,Cancelled
1316,347,2025-03-21,COD,Cancelled
1317,716,2024-04-10,Debit Card,Delivered
1318,3,2025-02-04,Credit Card,Cancelled
1319,846,2025-03-20,Credit Card,Cancelled
1320,628,2024-04-17,COD,Delivered
1321,65,2024-08-22,COD,Delivered
1322,397,2024-11-20,UPI,Delivered
1323,485,2025-12-05,Credit Card,Delivered
1324,858,2025-04-03,COD,Delivered
1325,510,2024-07-22,UPI,Delivered
1326,518,2025-10-06,Debit Card,Delivered
1327,616,2024-10-31,Credit Card,Delivered
1328,466,2024-08-25,Credit Card,Delivered
1329,986,2025-12-04,UPI,Cancelled
1330,11,2025-07-26,UPI,Delivered
1331,587,2024-05-11,Credit Card,Cancelled
1332,799,2025-02-05,Credit Card,Delivered
1333,491,2024-06-26,Debit Card,Delivered
1334,581,2025-10-23,UPI,Cancelled
1335,456,2024-02-07,Credit Card,Delivered
1336,939,2025-07-22,UPI,Delivered
1337,615,2025-05-09,Debit Card,Cancelled
1338,437,2025-12-19,UPI,Delivered
1339,353,2024-08-30,COD,Delivered
1340,490,2024-06-08,Debit Card,Delivered
1341,182,2024-09-30,UPI,Delivered
1342,432,2025-01-22,Debit Card,Delivered
1343,394,2024-11-02,Credit Card,Cancelled
1344,648,2025-11-28,UPI,Delivered
1345,760,2024-08-07,Debit Card,Delivered
1346,230,2024-06-11,Credit Card,Delivered
1347,830,2025-07-30,Credit Card,Cancelled
1348,604,2026-01-03,UPI,Cancelled
1349,55,2025-05-24,UPI,Delivered
1350,550,2025-09-04,Debit Card,Cancelled
1351,422,2024-06-02,COD,Cancelled
1352,179,2024-03-03,COD,Delivered
1353,267,2025-06-29,UPI,Delivered
1354,347,2024-07-30,Credit Card,Cancelled
1355,972,2024-07-01,Credit Card,Delivered
1356,863,2024-06-07,Debit Card,Delivered
1357,41,2024-01-08,COD,Delivered
1358,420,2024-08-26,COD,Delivered
1359,487,2024-11-05,Credit Card,Delivered
1360,461,2025-01-21,Credit Card,Cancelled
1361,313,2024-11-28,UPI,Delivered
1362,42,2024-06-02,UPI,Delivered
1363,639,2024-09-07,Credit Card,Cancelled
1364,644,2025-07-23,UPI,Cancelled
1365,134,2024-11-16,Credit Card,Cancelled
1366,586,2024-07-22,COD,Delivered
1367,871,2024-08-13,Debit Card,Delivered
1368,877,2024-04-10,UPI,Delivered
1369,97,2024-01-27,COD,Cancelled
1370,255,2025-07-17,COD,Delivered
1371,357,2024-07-06,COD,Delivered
1372,692,2024-10-13,COD,Cancelled
1373,365,2025-12-11,COD,Delivered
1374,624,2025-09-05,Debit Card,Delivered
1375,278,2025-10-27,Debit Card,Delivered
1376,152,2025-05-05,Credit Card,Delivered
1377,212,2025-07-25,Debit Card,Cancelled
1378,500,2024-05-20,UPI,Cancelled
1379,973,2024-03-31,Debit Card,Cancelled
1380,844,2025-07-26,Credit Card,Delivered
1381,29,2024-07-13,UPI,Delivered
1382,193,2025-03-15,UPI,Delivered
1383,368,2025-05-10,Credit Card,Cancelled
1384,953,2024-07-31,UPI,Delivered
1385,364,2025-01-19,Debit Card,Delivered
1386,495,2024-10-02,Debit Card,Delivered
1387,540,2025-03-18,Debit Card,Delivered
1388,92,2024-12-15,UPI,Delivered
1389,38,2025-08-31,Debit Card,Delivered
1390,718,2025-11-21,COD,Delivered
1391,720,2025-11-28,UPI,Delivered
1392,220,2024-05-23,Debit Card,Delivered
1393,546,2024-05-27,UPI,Delivered
1394,246,2025-03-20,COD,Delivered
1395,6,2025-03-29,COD,Delivered
1396,705,2024-07-16,UPI,Cancelled
1397,843,2025-06-08,COD,Delivered
1398,449,2025-06-07,Credit Card,Delivered
1399,10,2025-04-13,COD,Delivered
1400,977,2025-02-14,COD,Delivered
1401,207,2024-07-15,Credit Card,Cancelled
1402,349,2025-06-30,Credit Card,Delivered
1403,67,2024-06-10,COD,Cancelled
1404,504,2024-05-22,COD,Cancelled
1405,745,2024-09-22,Credit Card,Delivered
1406,424,2024-08-04,UPI,Cancelled
1407,997,2024-03-24,UPI,Delivered
1408,160,2024-11-12,COD,Cancelled
1409,632,2024-11-15,Credit Card,Delivered
1410,805,2024-07-26,Debit Card,Cancelled
1411,1000,2025-11-26,COD,Cancelled
1412,889,2024-05-27,UPI,Cancelled
1413,358,2025-09-06,UPI,Delivered
1414,158,2025-02-12,Credit Card,Delivered
1415,420,2024-12-03,UPI,Delivered
1416,703,2025-10-14,COD,Cancelled
1417,847,2024-02-19,UPI,Delivered
1418,654,2025-12-26,COD,Delivered
1419,981,2025-09-04,Credit Card,Cancelled
1420,629,2024-06-03,UPI,Delivered
1421,596,2024-12-10,UPI,Delivered
1422,737,2025-10-10,Credit Card,Delivered
1423,86,2025-05-05,UPI,Delivered
1424,611,2025-09-17,Debit Card,Delivered
1425,216,2025-06-02,Debit Card,Delivered
1426,517,2024-09-06,COD,Delivered
1427,123,2024-09-16,Credit Card,Delivered
1428,382,2024-02-23,Credit Card,Delivered
1429,779,2024-09-16,Debit Card,Delivered
1430,316,2025-03-13,COD,Delivered
1431,824,2025-06-16,Credit Card,Delivered
1432,333,2024-04-30,Debit Card,Cancelled
1433,608,2025-04-21,UPI,Cancelled
1434,553,2025-02-03,COD,Cancelled
1435,675,2025-07-06,Credit Card,Delivered
1436,882,2025-04-12,UPI,Cancelled
1437,724,2025-07-01,UPI,Cancelled
1438,739,2024-06-07,COD,Cancelled
1439,982,2024-01-13,Credit Card,Cancelled
1440,984,2025-11-12,Credit Card,Delivered
1441,945,2025-05-30,Debit Card,Cancelled
1442,911,2025-10-04,COD,Cancelled
1443,23,2024-10-09,COD,Cancelled
1444,735,2025-12-12,Debit Card,Delivered
1445,462,2024-04-25,Debit Card,Cancelled
1446,889,2025-06-17,COD,Cancelled
1447,754,2025-02-27,COD,Delivered
1448,721,2025-10-28,COD,Delivered
1449,559,2024-09-12,COD,Delivered
1450,655,2025-09-12,Debit Card,Cancelled
1451,622,2025-04-09,Debit Card,Delivered
1452,138,2024-12-29,Debit Card,Delivered
1453,11,2024-10-02,Credit Card,Cancelled
1454,192,2024-06-11,Debit Card,Cancelled
1455,783,2025-09-24,Credit Card,Delivered
1456,778,2025-01-27,Credit Card,Delivered
1457,561,2025-10-16,UPI,Delivered
1458,431,2024-08-13,Credit Card,Cancelled
1459,911,2025-01-12,Debit Card,Delivered
1460,652,2024-03-27,Credit Card,Delivered
1461,457,2024-05-28,COD,Delivered
1462,311,2024-07-30,Debit Card,Delivered
1463,204,2025-02-18,Credit Card,Delivered
1464,76,2025-11-09,Credit Card,Delivered
1465,475,2024-08-27,Credit Card,Delivered
1466,448,2025-07-08,UPI,Delivered
1467,335,2024-11-14,Credit Card,Cancelled
1468,461,2025-01-18,Credit Card,Delivered
1469,495,2024-06-25,COD,Cancelled
1470,578,2025-10-03,Credit Card,Cancelled
1471,733,2025-08-09,Debit Card,Delivered
1472,457,2025-08-07,UPI,Cancelled
1473,277,2025-11-07,COD,Cancelled
1474,825,2024-12-02,Credit Card,Delivered
1475,835,2025-08-28,Credit Card,Cancelled
1476,29,2025-08-04,Debit Card,Cancelled
1477,115,2025-02-04,UPI,Delivered
1478,643,2025-11-07,Credit Card,Cancelled
1479,13,2024-08-15,Credit Card,Delivered
1480,490,2024-12-04,COD,Delivered
1481,686,2025-06-05,UPI,Delivered
1482,143,2025-11-26,Credit Card,Delivered
1483,670,2024-07-28,COD,Delivered
1484,184,2025-08-23,COD,Delivered
1485,50,2025-03-13,Debit Card,Cancelled
1486,328,2025-09-24,COD,Cancelled
1487,515,2025-12-10,Credit Card,Delivered
1488,854,2024-07-07,Credit Card,Delivered
1489,233,2024-03-02,Debit Card,Delivered
1490,619,2025-12-30,COD,Cancelled
1491,372,2025-09-28,UPI,Cancelled
1492,708,2024-08-14,UPI,Cancelled
1493,76,2025-06-30,Debit Card,Delivered
1494,18,2024-10-20,UPI,Delivered
1495,11,2025-03-29,Credit Card,Cancelled
1496,927,2025-06-27,COD,Delivered
1497,214,2025-03-11,UPI,Delivered
1498,472,2024-02-01,COD,Cancelled
1499,53,2024-05-12,Credit Card,Delivered
1500,257,2024-11-14,Debit Card,Cancelled
1501,18,2025-07-15,COD,Delivered
1502,158,2025-02-16,COD,Cancelled
1503,730,2025-09-16,UPI,Delivered
1504,328,2024-09-03,Debit Card,Delivered
1505,169,2024-08-30,UPI,Delivered
1506,192,2025-12-19,Debit Card,Cancelled
1507,689,2024-10-04,COD,Cancelled
1508,683,2025-01-09,COD,Delivered
1509,347,2024-06-17,Debit Card,Delivered
1510,96,2024-12-07,Debit Card,Delivered
1511,164,2025-12-10,Credit Card,Delivered
1512,792,2025-08-12,Credit Card,Delivered
1513,359,2024-07-15,Credit Card,Delivered
1514,974,2024-11-16,Debit Card,Cancelled
1515,391,2025-12-28,Credit Card,Cancelled
1516,496,2024-05-20,UPI,Cancelled
1517,53,2024-06-25,COD,Delivered
1518,270,2025-09-28,COD,Cancelled
1519,391,2025-10-09,UPI,Cancelled
1520,680,2024-04-06,Credit Card,Delivered
1521,778,2024-04-23,COD,Cancelled
1522,235,2025-05-09,COD,Delivered
1523,605,2025-11-15,Debit Card,Delivered
1524,964,2024-01-16,UPI,Delivered
1525,604,2024-10-26,Credit Card,Delivered
1526,260,2025-11-22,Debit Card,Cancelled
1527,743,2025-04-09,Debit Card,Delivered
1528,201,2024-12-17,Credit Card,Delivered
1529,315,2024-04-16,Debit Card,Delivered
1530,738,2024-02-28,Debit Card,Delivered
1531,93,2025-12-03,Debit Card,Cancelled
1532,123,2024-02-16,Credit Card,Cancelled
1533,687,2025-02-23,UPI,Cancelled
1534,471,2025-12-23,COD,Delivered
1535,1,2024-08-10,COD,Delivered
1536,184,2024-03-17,Debit Card,Cancelled
1537,65,2025-10-21,Credit Card,Delivered
1538,998,2025-06-03,UPI,Delivered
1539,979,2025-06-28,Debit Card,Delivered
1540,356,2025-08-29,COD,Delivered
1541,147,2024-08-12,Debit Card,Cancelled
1542,956,2025-04-18,Debit Card,Delivered
1543,425,2024-03-18,COD,Delivered
1544,575,2024-10-16,Credit Card,Delivered
1545,804,2024-08-16,Debit Card,Delivered
1546,318,2024-03-29,COD,Delivered
1547,165,2025-05-27,COD,Delivered
1548,474,2024-05-19,Debit Card,Cancelled
1549,788,2025-10-27,COD,Delivered
1550,691,2025-05-22,Debit Card,Delivered
1551,401,2024-08-16,Debit Card,Cancelled
1552,765,2025-04-16,COD,Delivered
1553,792,2025-02-19,UPI,Cancelled
1554,384,2024-05-08,Debit Card,Cancelled
1555,417,2024-12-17,Credit Card,Delivered
1556,44,2025-06-17,UPI,Cancelled
1557,925,2024-04-29,UPI,Cancelled
1558,779,2024-11-27,Debit Card,Cancelled
1559,992,2024-03-11,COD,Delivered
1560,320,2025-01-30,Debit Card,Cancelled
1561,353,2024-07-05,Credit Card,Delivered
1562,622,2025-07-28,UPI,Cancelled
1563,818,2025-06-19,Credit Card,Delivered
1564,387,2024-02-14,UPI,Delivered
1565,180,2025-02-05,COD,Delivered
1566,756,2024-08-15,Credit Card,Delivered
1567,923,2024-06-24,Debit Card,Delivered
1568,171,2025-04-11,Credit Card,Cancelled
1569,787,2024-09-13,UPI,Cancelled
1570,264,2025-12-01,Debit Card,Delivered
1571,648,2025-11-06,COD,Cancelled
1572,955,2025-12-21,UPI,Delivered
1573,651,2024-02-06,Debit Card,Delivered
1574,758,2025-04-12,Debit Card,Cancelled
1575,529,2024-12-02,UPI,Delivered
1576,955,2024-07-14,COD,Cancelled
1577,152,2024-05-26,Credit Card,Delivered
1578,506,2024-12-06,COD,Cancelled
1579,985,2024-06-24,UPI,Delivered
1580,749,2024-06-26,Credit Card,Cancelled
1581,172,2024-03-06,COD,Cancelled
1582,298,2025-10-05,Debit Card,Cancelled
1583,132,2024-12-07,COD,Delivered
1584,941,2025-12-26,COD,Delivered
1585,585,2024-03-19,COD,Delivered
1586,519,2024-04-19,Credit Card,Cancelled
1587,114,2024-09-19,COD,Cancelled
1588,869,2025-09-10,COD,Delivered
1589,723,2024-01-24,Credit Card,Cancelled
1590,334,2024-10-24,Debit Card,Delivered
1591,220,2024-02-11,Debit Card,Delivered
1592,841,2025-06-04,COD,Delivered
1593,178,2024-04-04,Debit Card,Cancelled
1594,109,2024-07-23,Debit Card,Cancelled
1595,50,2025-07-27,Debit Card,Delivered
1596,478,2024-02-29,Debit Card,Cancelled
1597,671,2025-01-21,Credit Card,Delivered
1598,126,2025-03-29,UPI,Cancelled
1599,787,2024-07-20,COD,Delivered
1600,917,2025-08-16,COD,Delivered
1601,580,2024-06-21,UPI,Cancelled
1602,893,2024-11-29,COD,Delivered
1603,474,2025-08-18,Debit Card,Delivered
1604,163,2024-03-15,COD,Delivered
1605,744,2025-12-27,Credit Card,Delivered
1606,136,2024-11-15,Credit Card,Cancelled
1607,390,2025-02-05,Credit Card,Delivered
1608,223,2025-06-15,COD,Delivered
1609,715,2025-11-19,COD,Cancelled
1610,574,2025-01-05,Credit Card,Delivered
1611,272,2024-11-16,Debit Card,Delivered
1612,350,2024-03-27,Debit Card,Delivered
1613,939,2024-12-07,COD,Delivered
1614,44,2025-04-27,Credit Card,Delivered
1615,743,2024-02-19,UPI,Cancelled
1616,671,2024-04-20,UPI,Delivered
1617,919,2025-10-17,Credit Card,Cancelled
1618,753,2025-03-12,COD,Cancelled
1619,666,2024-04-14,UPI,Cancelled
1620,307,2024-06-05,Debit Card,Delivered
1621,157,2025-11-24,Debit Card,Delivered
1622,225,2025-05-17,Credit Card,Delivered
1623,950,2024-03-08,Debit Card,Delivered
1624,564,2025-11-07,COD,Delivered
1625,235,2025-02-15,UPI,Cancelled
1626,795,2024-12-21,Credit Card,Delivered
1627,471,2025-09-28,UPI,Delivered
1628,92,2024-02-09,COD,Delivered
1629,518,2024-08-27,Debit Card,Delivered
1630,489,2025-05-17,Debit Card,Delivered
1631,973,2024-01-26,Debit Card,Cancelled
1632,504,2025-01-01,Credit Card,Cancelled
1633,951,2025-11-10,UPI,Cancelled
1634,229,2024-02-17,COD,Cancelled
1635,438,2024-10-22,Credit Card,Delivered
1636,496,2025-08-09,Credit Card,Cancelled
1637,580,2024-03-27,Debit Card,Delivered
1638,735,2025-01-12,COD,Cancelled
1639,549,2024-02-04,Debit Card,Delivered
1640,931,2025-12-24,Credit Card,Delivered
1641,718,2024-10-25,Credit Card,Delivered
1642,857,2025-08-04,Debit Card,Cancelled
1643,613,2024-02-26,Debit Card,Cancelled
1644,108,2025-12-03,UPI,Cancelled
1645,89,2025-04-15,Credit Card,Delivered
1646,977,2025-11-16,COD,Cancelled
1647,382,2025-11-15,Debit Card,Delivered
1648,238,2025-09-08,UPI,Delivered
1649,838,2024-07-09,Credit Card,Delivered
1650,553,2025-03-02,UPI,Cancelled
1651,389,2025-04-03,COD,Delivered
1652,609,2025-06-07,COD,Delivered
1653,947,2024-03-01,UPI,Delivered
1654,768,2025-01-03,UPI,Delivered
1655,424,2024-04-18,COD,Cancelled
1656,246,2025-12-15,Debit Card,Cancelled
1657,261,2024-12-20,UPI,Delivered
1658,354,2024-12-12,Debit Card,Delivered
1659,981,2024-04-15,Credit Card,Delivered
1660,184,2024-01-21,COD,Delivered
1661,730,2025-04-02,UPI,Cancelled
1662,178,2024-04-26,COD,Delivered
1663,499,2025-04-16,Credit Card,Cancelled
1664,121,2024-09-23,UPI,Delivered
1665,102,2025-08-19,Credit Card,Delivered
1666,897,2025-11-15,Credit Card,Delivered
1667,937,2025-06-30,Credit Card,Delivered
1668,623,2025-06-29,Debit Card,Delivered
1669,698,2025-06-08,Debit Card,Delivered
1670,68,2024-09-25,COD,Delivered
1671,552,2025-07-22,UPI,Delivered
1672,587,2025-12-31,Credit Card,Delivered
1673,509,2024-06-01,Credit Card,Cancelled
1674,216,2025-03-31,UPI,Cancelled
1675,917,2025-05-22,COD,Delivered
1676,297,2024-12-22,Credit Card,Delivered
1677,523,2025-10-24,Debit Card,Delivered
1678,616,2025-06-28,Credit Card,Delivered
1679,974,2024-10-31,Credit Card,Delivered
1680,302,2025-11-24,COD,Delivered
1681,209,2024-08-31,COD,Delivered
1682,58,2025-01-13,UPI,Delivered
1683,920,2025-05-01,COD,Delivered
1684,267,2025-04-15,Debit Card,Delivered
1685,910,2024-08-11,Credit Card,Cancelled
1686,646,2025-07-25,COD,Cancelled
1687,493,2025-12-03,UPI,Delivered
1688,596,2025-11-27,Credit Card,Cancelled
1689,33,2024-12-30,COD,Cancelled
1690,191,2025-03-02,COD,Delivered
1691,494,2024-07-26,UPI,Delivered
1692,432,2025-06-03,Credit Card,Delivered
1693,451,2024-11-12,COD,Delivered
1694,706,2025-10-07,Credit Card,Cancelled
1695,149,2024-10-31,Debit Card,Delivered
1696,410,2025-02-14,COD,Delivered
1697,740,2025-05-18,UPI,Delivered
1698,936,2024-07-29,Credit Card,Delivered
1699,905,2024-09-18,COD,Delivered
1700,1000,2024-09-28,Credit Card,Cancelled
1701,424,2025-09-08,COD,Delivered
1702,637,2024-04-08,COD,Cancelled
1703,402,2025-04-29,UPI,Delivered
1704,633,2024-09-07,UPI,Delivered
1705,679,2024-05-22,Debit Card,Delivered
1706,918,2025-11-23,UPI,Cancelled
1707,58,2024-06-13,Credit Card,Cancelled
1708,309,2024-05-21,Debit Card,Delivered
1709,544,2024-11-09,COD,Cancelled
1710,831,2025-02-17,COD,Cancelled
1711,757,2024-04-11,Credit Card,Delivered
1712,73,2024-06-28,COD,Delivered
1713,253,2025-04-01,Credit Card,Delivered
1714,403,2024-03-31,Debit Card,Delivered
1715,237,2024-02-18,Credit Card,Delivered
1716,345,2024-07-13,UPI,Delivered
1717,549,2025-03-30,COD,Delivered
1718,65,2025-10-15,Credit Card,Cancelled
1719,307,2024-08-12,UPI,Delivered
1720,589,2025-10-15,Debit Card,Delivered
1721,681,2025-09-07,Debit Card,Delivered
1722,129,2025-04-26,UPI,Delivered
1723,705,2024-05-05,Debit Card,Delivered
1724,643,2024-01-10,COD,Delivered
1725,391,2025-12-10,Debit Card,Cancelled
1726,18,2024-10-23,Debit Card,Delivered
1727,76,2024-02-11,Credit Card,Delivered
1728,839,2025-03-21,Debit Card,Delivered
1729,719,2024-04-06,COD,Cancelled
1730,930,2025-01-04,COD,Delivered
1731,736,2024-06-03,Debit Card,Delivered
1732,2,2024-09-05,COD,Delivered
1733,175,2024-12-14,Debit Card,Cancelled
1734,693,2024-03-20,Credit Card,Delivered
1735,987,2025-12-08,Credit Card,Cancelled
1736,105,2024-04-12,Credit Card,Delivered
1737,60,2024-08-03,UPI,Delivered
1738,722,2025-12-10,Credit Card,Delivered
1739,732,2025-07-04,COD,Delivered
1740,127,2024-09-22,Debit Card,Delivered
1741,394,2024-04-09,UPI,Delivered
1742,653,2025-08-20,Debit Card,Delivered
1743,218,2025-06-14,Credit Card,Delivered
1744,835,2025-02-02,COD,Delivered
1745,211,2025-06-01,Credit Card,Delivered
1746,280,2025-12-11,Debit Card,Cancelled
1747,723,2025-02-09,Credit Card,Cancelled
1748,682,2024-02-03,Debit Card,Delivered
1749,387,2025-09-02,Debit Card,Cancelled
1750,38,2024-03-30,COD,Delivered
1751,348,2025-07-28,COD,Delivered
1752,756,2024-09-27,UPI,Cancelled
1753,138,2025-07-23,UPI,Cancelled
1754,392,2024-11-27,UPI,Delivered
1755,417,2025-09-13,UPI,Delivered
1756,832,2025-02-16,Credit Card,Delivered
1757,930,2024-03-18,UPI,Delivered
1758,811,2024-09-17,COD,Delivered
1759,437,2025-12-07,UPI,Cancelled
1760,567,2024-02-23,Debit Card,Delivered
1761,490,2024-08-12,Credit Card,Delivered
1762,391,2025-07-30,Debit Card,Delivered
1763,391,2025-01-20,Debit Card,Delivered
1764,433,2024-11-10,Debit Card,Cancelled
1765,119,2025-01-24,Debit Card,Delivered
1766,430,2025-06-14,Credit Card,Cancelled
1767,28,2025-07-19,UPI,Delivered
1768,136,2024-04-08,COD,Cancelled
1769,3,2024-02-06,COD,Delivered
1770,697,2025-08-08,Credit Card,Delivered
1771,910,2024-02-06,UPI,Cancelled
1772,280,2024-01-17,COD,Delivered
1773,721,2024-09-21,UPI,Delivered
1774,969,2025-03-27,Debit Card,Delivered
1775,772,2025-10-06,Debit Card,Delivered
1776,548,2024-07-19,Credit Card,Delivered
1777,104,2025-09-24,Credit Card,Delivered
1778,140,2024-04-18,COD,Delivered
1779,801,2024-09-14,UPI,Delivered
1780,25,2024-05-01,COD,Cancelled
1781,826,2024-08-24,UPI,Cancelled
1782,210,2025-11-17,Debit Card,Delivered
1783,954,2025-09-07,Credit Card,Delivered
1784,25,2024-03-20,Debit Card,Cancelled
1785,515,2025-01-07,Debit Card,Cancelled
1786,869,2024-12-15,UPI,Delivered
1787,740,2025-09-30,UPI,Delivered
1788,738,2024-01-15,COD,Cancelled
1789,852,2025-05-15,Debit Card,Cancelled
1790,604,2024-06-28,Debit Card,Cancelled
1791,718,2024-02-29,UPI,Cancelled
1792,652,2024-10-18,Debit Card,Cancelled
1793,75,2024-09-04,COD,Cancelled
1794,436,2024-08-28,COD,Delivered
1795,225,2024-08-02,UPI,Delivered
1796,737,2024-11-18,Credit Card,Cancelled
1797,422,2024-04-20,UPI,Cancelled
1798,773,2025-10-17,UPI,Delivered
1799,412,2025-05-22,COD,Delivered
1800,219,2025-08-09,UPI,Delivered
1801,532,2024-05-20,Credit Card,Cancelled
1802,32,2024-06-21,Debit Card,Cancelled
1803,731,2024-10-01,COD,Delivered
1804,482,2024-08-16,UPI,Delivered
1805,617,2025-04-17,Credit Card,Delivered
1806,727,2025-02-13,COD,Delivered
1807,21,2024-02-01,Debit Card,Delivered
1808,38,2024-01-15,UPI,Cancelled
1809,872,2025-06-15,UPI,Cancelled
1810,14,2024-11-24,UPI,Delivered
1811,458,2025-03-17,Debit Card,Delivered
1812,880,2024-01-08,Debit Card,Delivered
1813,26,2025-10-29,Debit Card,Delivered
1814,295,2025-02-20,Debit Card,Delivered
1815,546,2025-03-31,Debit Card,Delivered
1816,719,2025-01-24,COD,Delivered
1817,425,2024-06-12,UPI,Delivered
1818,423,2025-09-07,COD,Delivered
1819,24,2024-12-09,COD,Delivered
1820,273,2024-07-28,Credit Card,Delivered
1821,451,2024-01-13,COD,Delivered
1822,554,2024-11-14,Credit Card,Delivered
1823,597,2024-02-21,COD,Cancelled
1824,997,2024-11-16,Debit Card,Cancelled
1825,370,2025-07-21,UPI,Delivered
1826,574,2025-01-08,Credit Card,Cancelled
1827,371,2025-01-04,Debit Card,Delivered
1828,842,2025-03-13,COD,Delivered
1829,983,2025-04-19,Credit Card,Delivered
1830,394,2024-08-05,Debit Card,Cancelled
1831,910,2025-03-08,COD,Delivered
1832,596,2024-09-22,UPI,Delivered
1833,144,2025-08-16,Credit Card,Cancelled
1834,345,2024-08-14,COD,Delivered
1835,666,2024-05-04,Credit Card,Delivered
1836,329,2024-05-06,Debit Card,Delivered
1837,185,2024-03-25,UPI,Delivered
1838,338,2025-04-21,Debit Card,Cancelled
1839,212,2024-09-19,Debit Card,Cancelled
1840,989,2025-08-20,Debit Card,Delivered
1841,955,2025-08-30,UPI,Delivered
1842,440,2024-01-14,COD,Cancelled
1843,108,2024-03-21,Credit Card,Delivered
1844,354,2024-03-26,Credit Card,Cancelled
1845,956,2025-02-01,UPI,Delivered
1846,7,2025-06-05,Debit Card,Cancelled
1847,492,2024-11-30,COD,Cancelled
1848,425,2025-10-11,Debit Card,Delivered
1849,471,2025-07-12,Debit Card,Cancelled
1850,633,2025-06-26,Debit Card,Delivered
1851,981,2025-12-30,COD,Cancelled
1852,542,2024-08-16,Credit Card,Cancelled
1853,257,2024-07-23,COD,Delivered
1854,639,2025-01-30,COD,Cancelled
1855,199,2025-09-12,Debit Card,Delivered
1856,858,2025-11-14,UPI,Delivered
1857,555,2024-12-25,Debit Card,Delivered
1858,684,2026-01-02,COD,Delivered
1859,267,2024-08-13,Credit Card,Cancelled
1860,917,2025-10-22,UPI,Delivered
1861,926,2024-06-26,Debit Card,Delivered
1862,753,2024-11-23,Credit Card,Delivered
1863,111,2024-02-04,COD,Delivered
1864,8,2025-01-09,Credit Card,Cancelled
1865,765,2024-02-22,UPI,Delivered
1866,371,2024-09-10,COD,Delivered
1867,94,2025-02-21,Credit Card,Delivered
1868,232,2025-05-16,Credit Card,Delivered
1869,873,2024-07-07,COD,Delivered
1870,145,2024-07-04,UPI,Cancelled
1871,81,2024-01-12,UPI,Delivered
1872,41,2025-10-22,COD,Cancelled
1873,684,2025-08-27,UPI,Cancelled
1874,991,2025-09-10,Credit Card,Delivered
1875,427,2024-02-25,COD,Delivered
1876,62,2025-08-18,Credit Card,Delivered
1877,846,2024-03-01,Credit Card,Delivered
1878,411,2025-02-09,Credit Card,Delivered
1879,727,2024-12-19,COD,Cancelled
1880,177,2025-04-24,Debit Card,Cancelled
1881,822,2025-06-20,COD,Delivered
1882,484,2024-11-17,COD,Delivered
1883,852,2025-11-13,UPI,Delivered
1884,96,2024-04-14,UPI,Cancelled
1885,599,2024-10-03,COD,Delivered
1886,976,2025-02-22,Debit Card,Delivered
1887,73,2024-10-19,Credit Card,Cancelled
1888,718,2025-04-21,COD,Cancelled
1889,798,2024-02-23,Credit Card,Cancelled
1890,330,2024-08-26,Debit Card,Delivered
1891,310,2024-10-07,Credit Card,Delivered
1892,952,2024-11-04,COD,Cancelled
1893,607,2026-01-01,Debit Card,Delivered
1894,989,2024-09-27,Debit Card,Cancelled
1895,722,2024-08-19,Credit Card,Cancelled
1896,320,2025-02-22,Credit Card,Delivered
1897,822,2024-05-21,Debit Card,Delivered
1898,994,2024-11-02,Credit Card,Delivered
1899,42,2024-12-24,COD,Cancelled
1900,632,2024-02-06,Credit Card,Delivered
1901,586,2024-08-17,UPI,Delivered
1902,298,2024-12-20,COD,Delivered
1903,756,2025-04-17,Debit Card,Delivered
1904,76,2024-10-17,COD,Delivered
1905,20,2024-12-11,COD,Delivered
1906,897,2025-11-25,Debit Card,Cancelled
1907,538,2025-05-14,UPI,Cancelled
